Vin_A,TEMP,pvdd,Lmin,Wmin,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p,Leakage_power
1,-43.24098089777394,0.9124167712604012,2.3747984242168788e-08,2.382200078473855e-07,5.960631061430964e-10,6.899078185018643e-10,6.624938582507988e-10,4.1140912333275855e-10,7.0596036603236444e-09,1.2206691888020437e+19,7.027667544871291e-10,6.693625703471304e-10,6.748501037130556e-10,4.063813012177577e-10,7.290087672093792e-09,4.481731079349908e+18,2.929407235068018e-07
0,29.276700364955204,0.9028257939329084,2.3584937344489625e-08,2.246411923428407e-07,6.463275807340016e-10,6.379636350006731e-10,6.80004834149452e-10,4.0429563962967445e-10,7.308171856663216e-09,1.165567679487986e+19,6.793175264294584e-10,6.446765327906206e-10,6.431566225458121e-10,3.76104910730714e-10,7.243003708621674e-09,4.411401841596272e+18,4.482076054303186e-08
1,29.276700364955204,0.9028257939329084,2.3584937344489625e-08,2.246411923428407e-07,6.463275807340016e-10,6.379636350006731e-10,6.80004834149452e-10,4.0429563962967445e-10,7.308171856663216e-09,1.165567679487986e+19,6.793175264294584e-10,6.446765327906206e-10,6.431566225458121e-10,3.76104910730714e-10,7.243003708621674e-09,4.411401841596272e+18,3.9407896916547684e-07
0,75.6346517887948,0.8280105565766442,2.46780961935864e-08,2.328504719258799e-07,6.072019909901837e-10,6.64188202611401e-10,6.390690479671561e-10,4.103277296754757e-10,6.770161713224857e-09,1.187971844747358e+19,6.93027387031928e-10,6.391529171301582e-10,6.89723522577381e-10,4.0123944075442815e-10,7.1586003642871245e-09,4.564324406109968e+18,5.57768272764478e-08
1,75.6346517887948,0.8280105565766442,2.46780961935864e-08,2.328504719258799e-07,6.072019909901837e-10,6.64188202611401e-10,6.390690479671561e-10,4.103277296754757e-10,6.770161713224857e-09,1.187971844747358e+19,6.93027387031928e-10,6.391529171301582e-10,6.89723522577381e-10,4.0123944075442815e-10,7.1586003642871245e-09,4.564324406109968e+18,4.11121369279471e-07
0,124.4208598671994,0.9388622232487329,2.4482414958407546e-08,2.3215189055434653e-07,6.476984708423651e-10,6.620685022745142e-10,6.518987044838837e-10,3.9193110182589966e-10,7.1676408724022154e-09,1.214487473595962e+19,6.547727921122476e-10,6.568191402621026e-10,6.62825775092064e-10,3.9241513313444784e-10,7.485219624640572e-09,4.249542348879782e+18,2.1829871019424201e-07
1,124.4208598671994,0.9388622232487329,2.4482414958407546e-08,2.3215189055434653e-07,6.476984708423651e-10,6.620685022745142e-10,6.518987044838837e-10,3.9193110182589966e-10,7.1676408724022154e-09,1.214487473595962e+19,6.547727921122476e-10,6.568191402621026e-10,6.62825775092064e-10,3.9241513313444784e-10,7.485219624640572e-09,4.249542348879782e+18,9.701874967742891e-07
0,35.26390808476343,0.8535885979970746,2.446079726095236e-08,2.339057663365798e-07,6.618327805366753e-10,6.417128640743718e-10,6.494186029017342e-10,4.13236795437901e-10,6.764028923389235e-09,1.2452989098241118e+19,6.292546164102293e-10,6.625274599979055e-10,6.616840392838224e-10,4.041973109723221e-10,7.310681647338156e-09,4.497953544324368e+18,3.36226288643701e-08
1,35.26390808476343,0.8535885979970746,2.446079726095236e-08,2.339057663365798e-07,6.618327805366753e-10,6.417128640743718e-10,6.494186029017342e-10,4.13236795437901e-10,6.764028923389235e-09,1.2452989098241118e+19,6.292546164102293e-10,6.625274599979055e-10,6.616840392838224e-10,4.041973109723221e-10,7.310681647338156e-09,4.497953544324368e+18,3.120342565630387e-07
0,67.44338566718928,0.9247138509007257,2.3754684667671257e-08,2.338352986103851e-07,6.216570471584595e-10,6.339629707070976e-10,6.257379597695526e-10,4.082023018296028e-10,7.393481963731434e-09,1.2075642100436472e+19,7.138163094173256e-10,6.86663752128092e-10,7.054362262316635e-10,4.0563445515364975e-10,7.242147308413012e-09,4.482601395228885e+18,9.385058062633805e-08
1,67.44338566718928,0.9247138509007257,2.3754684667671257e-08,2.338352986103851e-07,6.216570471584595e-10,6.339629707070976e-10,6.257379597695526e-10,4.082023018296028e-10,7.393481963731434e-09,1.2075642100436472e+19,7.138163094173256e-10,6.86663752128092e-10,7.054362262316635e-10,4.0563445515364975e-10,7.242147308413012e-09,4.482601395228885e+18,5.930958665275173e-07
0,21.67148673731606,0.9790194933278544,2.2779041679280823e-08,2.243971723016841e-07,6.635605152867348e-10,6.53487542114305e-10,6.67050053078632e-10,3.8297133698332235e-10,7.358571105973812e-09,1.1890330489371294e+19,6.690697997589418e-10,6.666703385037113e-10,6.603817303444623e-10,4.0590110928070716e-10,7.519594961017451e-09,4.388031056417288e+18,7.472353086530545e-08
1,21.67148673731606,0.9790194933278544,2.2779041679280823e-08,2.243971723016841e-07,6.635605152867348e-10,6.53487542114305e-10,6.67050053078632e-10,3.8297133698332235e-10,7.358571105973812e-09,1.1890330489371294e+19,6.690697997589418e-10,6.666703385037113e-10,6.603817303444623e-10,4.0590110928070716e-10,7.519594961017451e-09,4.388031056417288e+18,6.19221481986306e-07
0,61.94427566920589,0.9181409105725421,2.4738164276858425e-08,2.1946988743568458e-07,6.481571791427117e-10,6.238182292426696e-10,6.503992923986561e-10,3.923189985860001e-10,6.799306898679792e-09,1.178122230341176e+19,6.888213087265894e-10,6.269793651293419e-10,6.523798538684163e-10,3.8873613675356245e-10,7.3950381019982044e-09,4.305380288554297e+18,6.251566053753252e-08
1,61.94427566920589,0.9181409105725421,2.4738164276858425e-08,2.1946988743568458e-07,6.481571791427117e-10,6.238182292426696e-10,6.503992923986561e-10,3.923189985860001e-10,6.799306898679792e-09,1.178122230341176e+19,6.888213087265894e-10,6.269793651293419e-10,6.523798538684163e-10,3.8873613675356245e-10,7.3950381019982044e-09,4.305380288554297e+18,4.815218992801901e-07
0,93.27629683160536,0.9193191834228005,2.5482406184157397e-08,2.368827229640075e-07,6.74440197758542e-10,6.34979010197297e-10,6.912309202414305e-10,3.922080120491255e-10,6.977992995321136e-09,1.1736295190874638e+19,6.706905615617318e-10,6.693050778567525e-10,6.507706796545172e-10,4.0701213893577687e-10,7.254250501300443e-09,4.236224865172887e+18,9.783900028843373e-08
1,93.27629683160536,0.9193191834228005,2.5482406184157397e-08,2.368827229640075e-07,6.74440197758542e-10,6.34979010197297e-10,6.912309202414305e-10,3.922080120491255e-10,6.977992995321136e-09,1.1736295190874638e+19,6.706905615617318e-10,6.693050778567525e-10,6.507706796545172e-10,4.0701213893577687e-10,7.254250501300443e-09,4.236224865172887e+18,6.079182384630394e-07
0,39.48852490204865,0.9605081120888143,2.426834696368912e-08,2.39052229305574e-07,6.40766614617267e-10,6.552188399315857e-10,6.72701455844755e-10,4.0056487284297137e-10,7.38021931972221e-09,1.175085235159881e+19,6.521235511796079e-10,6.650403121298041e-10,6.734417362659296e-10,4.1777231441722445e-10,6.731114016578117e-09,4.322278615800117e+18,6.554362074071797e-08
1,39.48852490204865,0.9605081120888143,2.426834696368912e-08,2.39052229305574e-07,6.40766614617267e-10,6.552188399315857e-10,6.72701455844755e-10,4.0056487284297137e-10,7.38021931972221e-09,1.175085235159881e+19,6.521235511796079e-10,6.650403121298041e-10,6.734417362659296e-10,4.1777231441722445e-10,6.731114016578117e-09,4.322278615800117e+18,5.411436693356452e-07
0,44.35346242485738,0.9062296019098405,2.3385246059159024e-08,2.3253985620491175e-07,6.411117880293729e-10,6.270840502711328e-10,6.811765345382835e-10,3.9913537442148007e-10,7.250241628852535e-09,1.185761629097016e+19,6.618186283518681e-10,6.488565558132505e-10,7.019973299069702e-10,4.14119800149473e-10,7.322603174299911e-09,4.4803769484136346e+18,6.519623243390438e-08
1,44.35346242485738,0.9062296019098405,2.3385246059159024e-08,2.3253985620491175e-07,6.411117880293729e-10,6.270840502711328e-10,6.811765345382835e-10,3.9913537442148007e-10,7.250241628852535e-09,1.185761629097016e+19,6.618186283518681e-10,6.488565558132505e-10,7.019973299069702e-10,4.14119800149473e-10,7.322603174299911e-09,4.4803769484136346e+18,5.34808335851124e-07
0,51.59002305857622,0.9407901669257362,2.2018980964377583e-08,2.2372876370028085e-07,5.997661536510224e-10,6.380085913083554e-10,6.001380691575301e-10,3.889863566803979e-10,7.06451067955392e-09,1.2112492360218266e+19,6.849588488531009e-10,7.11438963760462e-10,6.861363079220518e-10,4.0235928200193936e-10,7.357210454798871e-09,4.556798586368744e+18,1.4870750475584901e-07
1,51.59002305857622,0.9407901669257362,2.2018980964377583e-08,2.2372876370028085e-07,5.997661536510224e-10,6.380085913083554e-10,6.001380691575301e-10,3.889863566803979e-10,7.06451067955392e-09,1.2112492360218266e+19,6.849588488531009e-10,7.11438963760462e-10,6.861363079220518e-10,4.0235928200193936e-10,7.357210454798871e-09,4.556798586368744e+18,9.187586260655396e-07
0,-53.49025988136445,0.8428048210001045,2.37160855226596e-08,2.270112830428636e-07,6.855439512834267e-10,6.560016797698901e-10,6.452723094747102e-10,3.771494199279679e-10,7.400253375438431e-09,1.2152832622617434e+19,7.06701542368359e-10,6.656254175702415e-10,6.624645175488252e-10,4.0106593228152885e-10,7.158453354134903e-09,4.700975596460804e+18,1.7512807685962136e-08
1,-53.49025988136445,0.8428048210001045,2.37160855226596e-08,2.270112830428636e-07,6.855439512834267e-10,6.560016797698901e-10,6.452723094747102e-10,3.771494199279679e-10,7.400253375438431e-09,1.2152832622617434e+19,7.06701542368359e-10,6.656254175702415e-10,6.624645175488252e-10,4.0106593228152885e-10,7.158453354134903e-09,4.700975596460804e+18,1.9395225215658288e-07
0,71.75292628362136,0.9743070388256335,2.300170052755969e-08,2.288052634584259e-07,6.915556202550916e-10,6.40642081270618e-10,6.337807634587611e-10,3.7519462890501136e-10,7.084899130525569e-09,1.2355521106153646e+19,6.680686453861305e-10,6.646581019456895e-10,6.71728330037566e-10,4.1023984853145996e-10,7.099026370194134e-09,4.586037273306786e+18,1.6383141245541416e-07
1,71.75292628362136,0.9743070388256335,2.300170052755969e-08,2.288052634584259e-07,6.915556202550916e-10,6.40642081270618e-10,6.337807634587611e-10,3.7519462890501136e-10,7.084899130525569e-09,1.2355521106153646e+19,6.680686453861305e-10,6.646581019456895e-10,6.71728330037566e-10,4.1023984853145996e-10,7.099026370194134e-09,4.586037273306786e+18,8.733745994956581e-07
0,-45.77183053020114,0.907585699289185,2.4653336351527293e-08,2.3080173569935545e-07,6.557638047149807e-10,6.45347242947292e-10,6.652426734360823e-10,4.1417018809495497e-10,7.446493777809033e-09,1.1639074711076194e+19,6.73389618417022e-10,6.973083170723391e-10,6.794535498737198e-10,3.9249631577653665e-10,7.46170803641347e-09,4.3367008844715663e+18,2.502049899752264e-08
1,-45.77183053020114,0.907585699289185,2.4653336351527293e-08,2.3080173569935545e-07,6.557638047149807e-10,6.45347242947292e-10,6.652426734360823e-10,4.1417018809495497e-10,7.446493777809033e-09,1.1639074711076194e+19,6.73389618417022e-10,6.973083170723391e-10,6.794535498737198e-10,3.9249631577653665e-10,7.46170803641347e-09,4.3367008844715663e+18,2.815883755875483e-07
0,80.14643486756222,0.8975818591514401,2.4305655126341762e-08,2.2506790713123298e-07,6.964252931358301e-10,6.208024621356366e-10,6.364340227608632e-10,4.024123053515168e-10,7.3964429528166305e-09,1.1683120614659658e+19,6.35892933254198e-10,6.859838085731553e-10,6.128163185292701e-10,4.0455382068967716e-10,7.287500220563475e-09,4.407034150493518e+18,8.718524426010646e-08
1,80.14643486756222,0.8975818591514401,2.4305655126341762e-08,2.2506790713123298e-07,6.964252931358301e-10,6.208024621356366e-10,6.364340227608632e-10,4.024123053515168e-10,7.3964429528166305e-09,1.1683120614659658e+19,6.35892933254198e-10,6.859838085731553e-10,6.128163185292701e-10,4.0455382068967716e-10,7.287500220563475e-09,4.407034150493518e+18,5.74952976406146e-07
0,-12.852195927107978,0.8857369919485282,2.4050713588557213e-08,2.3084241407357282e-07,6.452071521757533e-10,6.602196867307083e-10,6.54290999970297e-10,4.148652563802889e-10,7.025226815984698e-09,1.2263689117018687e+19,6.63712236722054e-10,6.365493477877182e-10,6.283193376176275e-10,3.9608657459014335e-10,7.284508951829976e-09,4.4811063245881743e+18,2.5831608839193687e-08
1,-12.852195927107978,0.8857369919485282,2.4050713588557213e-08,2.3084241407357282e-07,6.452071521757533e-10,6.602196867307083e-10,6.54290999970297e-10,4.148652563802889e-10,7.025226815984698e-09,1.2263689117018687e+19,6.63712236722054e-10,6.365493477877182e-10,6.283193376176275e-10,3.9608657459014335e-10,7.284508951829976e-09,4.4811063245881743e+18,2.872682962809386e-07
0,74.11421380671877,0.8209962806700423,2.441994316238896e-08,2.206556852994244e-07,6.55941888699303e-10,6.409235810853315e-10,6.469482083624489e-10,4.0352153530049945e-10,7.193159432610347e-09,1.2280953455366568e+19,6.882121694167364e-10,6.944667915966265e-10,6.665927680636888e-10,3.915403753547939e-10,6.990226145316492e-09,4.296695586210994e+18,5.2355426109404593e-08
1,74.11421380671877,0.8209962806700423,2.441994316238896e-08,2.206556852994244e-07,6.55941888699303e-10,6.409235810853315e-10,6.469482083624489e-10,4.0352153530049945e-10,7.193159432610347e-09,1.2280953455366568e+19,6.882121694167364e-10,6.944667915966265e-10,6.665927680636888e-10,3.915403753547939e-10,6.990226145316492e-09,4.296695586210994e+18,3.726215097092742e-07
0,-7.231598122822653,0.83205564353425,2.2883738798025263e-08,2.2320983981903625e-07,6.118905176564627e-10,6.33575175484052e-10,6.22286171993262e-10,3.9220534799092284e-10,6.960352000439065e-09,1.1949926104417528e+19,6.840761029364804e-10,6.831681295479496e-10,6.595735763842851e-10,3.8490594936305885e-10,6.995241842198626e-09,4.3861138372464384e+18,2.2074773367064826e-08
1,-7.231598122822653,0.83205564353425,2.2883738798025263e-08,2.2320983981903625e-07,6.118905176564627e-10,6.33575175484052e-10,6.22286171993262e-10,3.9220534799092284e-10,6.960352000439065e-09,1.1949926104417528e+19,6.840761029364804e-10,6.831681295479496e-10,6.595735763842851e-10,3.8490594936305885e-10,6.995241842198626e-09,4.3861138372464384e+18,2.349138575022848e-07
0,109.2773502912323,0.8645450729219493,2.4023060028076762e-08,2.2980821439428145e-07,6.228116158944552e-10,6.25229429888043e-10,6.318349304924535e-10,4.1357591700194235e-10,7.33183965285012e-09,1.2251613844643334e+19,6.29232247521443e-10,6.63887735937234e-10,7.0828029229886e-10,3.8542845133965576e-10,7.210835688722323e-09,4.5566235293819167e+18,1.3677878789944642e-07
1,109.2773502912323,0.8645450729219493,2.4023060028076762e-08,2.2980821439428145e-07,6.228116158944552e-10,6.25229429888043e-10,6.318349304924535e-10,4.1357591700194235e-10,7.33183965285012e-09,1.2251613844643334e+19,6.29232247521443e-10,6.63887735937234e-10,7.0828029229886e-10,3.8542845133965576e-10,7.210835688722323e-09,4.5566235293819167e+18,6.58065910405366e-07
0,12.81077196543113,0.821495862039676,2.447873110974767e-08,2.347156298469195e-07,6.59269758277666e-10,6.299625418560551e-10,6.912292107806084e-10,4.051941715208931e-10,6.8763258316193895e-09,1.236251258330795e+19,6.687204859373323e-10,7.073841556640244e-10,6.941401482719202e-10,4.090094315315117e-10,7.158727104667717e-09,4.270827454188512e+18,2.2018051558433756e-08
1,12.81077196543113,0.821495862039676,2.447873110974767e-08,2.347156298469195e-07,6.59269758277666e-10,6.299625418560551e-10,6.912292107806084e-10,4.051941715208931e-10,6.8763258316193895e-09,1.236251258330795e+19,6.687204859373323e-10,7.073841556640244e-10,6.941401482719202e-10,4.090094315315117e-10,7.158727104667717e-09,4.270827454188512e+18,2.3549908458075186e-07
0,89.08052324286501,0.9300781834480581,2.3542426382189104e-08,2.3500527670755825e-07,6.77665252968738e-10,6.48814705337943e-10,6.84063272216923e-10,4.0036848785990615e-10,6.858792157187181e-09,1.173288784656191e+19,6.506310779290952e-10,6.811914535012971e-10,6.831814830233476e-10,3.8636332569187085e-10,7.427274261304115e-09,4.5615469560272543e+18,1.544922423235307e-07
1,89.08052324286501,0.9300781834480581,2.3542426382189104e-08,2.3500527670755825e-07,6.77665252968738e-10,6.48814705337943e-10,6.84063272216923e-10,4.0036848785990615e-10,6.858792157187181e-09,1.173288784656191e+19,6.506310779290952e-10,6.811914535012971e-10,6.831814830233476e-10,3.8636332569187085e-10,7.427274261304115e-09,4.5615469560272543e+18,8.346401028135096e-07
0,105.3422504882542,0.961738711907424,2.256323098229569e-08,2.297598928903981e-07,6.424287378246603e-10,6.505260449170551e-10,6.732854830688219e-10,3.9250918184953644e-10,6.718722829094981e-09,1.1705946995783328e+19,6.57262598385654e-10,6.576767515301394e-10,6.61725922789677e-10,4.1607947273962735e-10,7.753560189330761e-09,4.350482665741973e+18,3.418164157264869e-07
1,105.3422504882542,0.961738711907424,2.256323098229569e-08,2.297598928903981e-07,6.424287378246603e-10,6.505260449170551e-10,6.732854830688219e-10,3.9250918184953644e-10,6.718722829094981e-09,1.1705946995783328e+19,6.57262598385654e-10,6.576767515301394e-10,6.61725922789677e-10,4.1607947273962735e-10,7.753560189330761e-09,4.350482665741973e+18,1.4106189494705189e-06
0,-6.175130870095998,0.8932412775091282,2.498911972659413e-08,2.297585442155349e-07,6.321587094756336e-10,5.924796024976066e-10,6.434187122175062e-10,3.9092949832408494e-10,7.209852651235159e-09,1.219390195839592e+19,6.370705763269403e-10,6.537359000434141e-10,6.93241538799456e-10,3.8484412098826317e-10,7.352329066193926e-09,4.39781827616816e+18,2.5591517572107123e-08
1,-6.175130870095998,0.8932412775091282,2.498911972659413e-08,2.297585442155349e-07,6.321587094756336e-10,5.924796024976066e-10,6.434187122175062e-10,3.9092949832408494e-10,7.209852651235159e-09,1.219390195839592e+19,6.370705763269403e-10,6.537359000434141e-10,6.93241538799456e-10,3.8484412098826317e-10,7.352329066193926e-09,4.39781827616816e+18,2.8805569869552905e-07
0,-42.73350476452615,0.8852213555420902,2.3773391802401444e-08,2.158921745733426e-07,6.375628700843e-10,6.328952467920103e-10,6.56659258518163e-10,3.9899590562690734e-10,7.216030216093721e-09,1.1572390019480891e+19,6.615431054739171e-10,6.586452509589176e-10,6.976518336514094e-10,3.9476886888297076e-10,7.390462620987595e-09,4.249048687254019e+18,2.1540802342223883e-08
1,-42.73350476452615,0.8852213555420902,2.3773391802401444e-08,2.158921745733426e-07,6.375628700843e-10,6.328952467920103e-10,6.56659258518163e-10,3.9899590562690734e-10,7.216030216093721e-09,1.1572390019480891e+19,6.615431054739171e-10,6.586452509589176e-10,6.976518336514094e-10,3.9476886888297076e-10,7.390462620987595e-09,4.249048687254019e+18,2.3793126759130245e-07
0,41.59700557488519,0.8825568811802315,2.499564791487648e-08,2.3716096262776397e-07,6.891407947003663e-10,6.426306249669883e-10,6.234970921144263e-10,4.169362233309705e-10,7.345965405673638e-09,1.1871452047092853e+19,6.760232810865846e-10,6.945906622129674e-10,6.622023439435608e-10,4.0045707596693136e-10,7.403710011792678e-09,4.533438466754402e+18,3.959510094719549e-08
1,41.59700557488519,0.8825568811802315,2.499564791487648e-08,2.3716096262776397e-07,6.891407947003663e-10,6.426306249669883e-10,6.234970921144263e-10,4.169362233309705e-10,7.345965405673638e-09,1.1871452047092853e+19,6.760232810865846e-10,6.945906622129674e-10,6.622023439435608e-10,4.0045707596693136e-10,7.403710011792678e-09,4.533438466754402e+18,3.62824123175058e-07
0,57.95570679844208,0.8789347183662176,2.4663810984952325e-08,2.4593100944824696e-07,6.449984813169746e-10,6.52061164873077e-10,5.954664772541515e-10,4.0235802347848045e-10,6.368564420858886e-09,1.2086713201275736e+19,6.540648085909515e-10,6.743492671032351e-10,6.610760188944199e-10,3.958519044835243e-10,6.883732761780622e-09,4.172186269932859e+18,5.5338536870096186e-08
1,57.95570679844208,0.8789347183662176,2.4663810984952325e-08,2.4593100944824696e-07,6.449984813169746e-10,6.52061164873077e-10,5.954664772541515e-10,4.0235802347848045e-10,6.368564420858886e-09,1.2086713201275736e+19,6.540648085909515e-10,6.743492671032351e-10,6.610760188944199e-10,3.958519044835243e-10,6.883732761780622e-09,4.172186269932859e+18,4.493037667165882e-07
0,81.68466363147147,0.9195622810970583,2.3593690036159813e-08,2.3673051849513986e-07,6.585779471404435e-10,6.130471824926993e-10,6.860159240617234e-10,3.9418683435261007e-10,7.582697803193387e-09,1.3016661898031112e+19,6.6323313652014e-10,6.792417227545942e-10,6.749208101162415e-10,4.0369276562179807e-10,7.173299170507141e-09,4.581041864126393e+18,1.2802925762809517e-07
1,81.68466363147147,0.9195622810970583,2.3593690036159813e-08,2.3673051849513986e-07,6.585779471404435e-10,6.130471824926993e-10,6.860159240617234e-10,3.9418683435261007e-10,7.582697803193387e-09,1.3016661898031112e+19,6.6323313652014e-10,6.792417227545942e-10,6.749208101162415e-10,4.0369276562179807e-10,7.173299170507141e-09,4.581041864126393e+18,7.506968168966816e-07
0,49.72799500793565,0.9006346485589534,2.4201790076568777e-08,2.259543307262005e-07,6.28325537228387e-10,6.306480306356601e-10,6.62968922420274e-10,4.1239638494642317e-10,7.259039472943458e-09,1.123927943976643e+19,7.020025633890405e-10,6.891226527389303e-10,6.793254028857142e-10,3.816846802395968e-10,7.2693372907543645e-09,4.613876090534211e+18,5.389351240942663e-08
1,49.72799500793565,0.9006346485589534,2.4201790076568777e-08,2.259543307262005e-07,6.28325537228387e-10,6.306480306356601e-10,6.62968922420274e-10,4.1239638494642317e-10,7.259039472943458e-09,1.123927943976643e+19,7.020025633890405e-10,6.891226527389303e-10,6.793254028857142e-10,3.816846802395968e-10,7.2693372907543645e-09,4.613876090534211e+18,4.366918960386148e-07
0,86.14672472442882,0.8953204862015931,2.546666262002052e-08,2.270760981975185e-07,6.22702883628426e-10,6.574852711221252e-10,6.750354458919878e-10,3.831912193416791e-10,7.316785393240035e-09,1.1826530580006382e+19,7.01980717462388e-10,6.602957786122604e-10,6.823563504141022e-10,4.0668630314716806e-10,7.377044631873166e-09,4.563579059745585e+18,7.558155656071335e-08
1,86.14672472442882,0.8953204862015931,2.546666262002052e-08,2.270760981975185e-07,6.22702883628426e-10,6.574852711221252e-10,6.750354458919878e-10,3.831912193416791e-10,7.316785393240035e-09,1.1826530580006382e+19,7.01980717462388e-10,6.602957786122604e-10,6.823563504141022e-10,4.0668630314716806e-10,7.377044631873166e-09,4.563579059745585e+18,5.280073769288876e-07
0,122.14218161941588,0.9728917737188759,2.4496738868311626e-08,2.3317059235112366e-07,6.713418360919391e-10,6.034763179591705e-10,6.671717292426734e-10,4.018510690166649e-10,7.389638622713239e-09,1.1812011560303151e+19,6.529176998744937e-10,6.86155503238098e-10,6.688985590247342e-10,4.0833529794251815e-10,7.033523447693205e-09,4.497684299151794e+18,2.4239183272797936e-07
1,122.14218161941588,0.9728917737188759,2.4496738868311626e-08,2.3317059235112366e-07,6.713418360919391e-10,6.034763179591705e-10,6.671717292426734e-10,4.018510690166649e-10,7.389638622713239e-09,1.1812011560303151e+19,6.529176998744937e-10,6.86155503238098e-10,6.688985590247342e-10,4.0833529794251815e-10,7.033523447693205e-09,4.497684299151794e+18,1.0058328070847038e-06
0,70.05155674582514,0.9323004481772057,2.4345120718580635e-08,2.29803835030944e-07,6.522473317538748e-10,6.360731908480291e-10,6.339549076043214e-10,3.793616644739704e-10,7.175247021290495e-09,1.2704521033142385e+19,6.655771115838172e-10,6.799203043947619e-10,6.858235309122323e-10,3.8132937557147936e-10,6.902411214910025e-09,4.321213044356264e+18,8.605641229466317e-08
1,70.05155674582514,0.9323004481772057,2.4345120718580635e-08,2.29803835030944e-07,6.522473317538748e-10,6.360731908480291e-10,6.339549076043214e-10,3.793616644739704e-10,7.175247021290495e-09,1.2704521033142385e+19,6.655771115838172e-10,6.799203043947619e-10,6.858235309122323e-10,3.8132937557147936e-10,6.902411214910025e-09,4.321213044356264e+18,5.719360941944811e-07
0,12.686003310337426,0.9003765541780576,2.5530350807463886e-08,2.2771630913583746e-07,6.62478212797081e-10,6.500400732389235e-10,6.235059150546655e-10,3.868870000472002e-10,6.9064933052151356e-09,1.2318064301756846e+19,6.64166331784873e-10,6.636431992945762e-10,6.453400741217471e-10,4.1454000405599876e-10,7.095346799891981e-09,4.315068951404293e+18,2.9213704208671395e-08
1,12.686003310337426,0.9003765541780576,2.5530350807463886e-08,2.2771630913583746e-07,6.62478212797081e-10,6.500400732389235e-10,6.235059150546655e-10,3.868870000472002e-10,6.9064933052151356e-09,1.2318064301756846e+19,6.64166331784873e-10,6.636431992945762e-10,6.453400741217471e-10,4.1454000405599876e-10,7.095346799891981e-09,4.315068951404293e+18,3.192966020338617e-07
0,-51.341056248381385,0.940115564697097,2.3991241348290363e-08,2.3147780422938603e-07,6.583493778391457e-10,6.138284759407335e-10,6.249076336236088e-10,4.00586374057416e-10,7.444351039378172e-09,1.177413864532043e+19,7.036591917832996e-10,6.703330059835653e-10,7.103654059107872e-10,3.6933783277231205e-10,7.575483528633823e-09,4.5210777063667553e+18,2.9070633140930452e-08
1,-51.341056248381385,0.940115564697097,2.3991241348290363e-08,2.3147780422938603e-07,6.583493778391457e-10,6.138284759407335e-10,6.249076336236088e-10,4.00586374057416e-10,7.444351039378172e-09,1.177413864532043e+19,7.036591917832996e-10,6.703330059835653e-10,7.103654059107872e-10,3.6933783277231205e-10,7.575483528633823e-09,4.5210777063667553e+18,3.19371064769408e-07
0,-38.53417359939376,0.9074423268511753,2.3236736190631452e-08,2.394429775388927e-07,6.638594337113528e-10,6.254088465837308e-10,6.48014971981484e-10,3.9368243877076726e-10,7.475372033860794e-09,1.2269397172327834e+19,6.453780009366562e-10,7.120913499219385e-10,6.912259669688542e-10,4.178014501235823e-10,7.397840652607349e-09,4.318653295523792e+18,2.7420801978040437e-08
1,-38.53417359939376,0.9074423268511753,2.3236736190631452e-08,2.394429775388927e-07,6.638594337113528e-10,6.254088465837308e-10,6.48014971981484e-10,3.9368243877076726e-10,7.475372033860794e-09,1.2269397172327834e+19,6.453780009366562e-10,7.120913499219385e-10,6.912259669688542e-10,4.178014501235823e-10,7.397840652607349e-09,4.318653295523792e+18,2.9971370188809605e-07
0,-27.605685441149166,0.9195646542557511,2.5068794897960123e-08,2.434752314704621e-07,6.39179084111555e-10,6.411134320026741e-10,6.474297236674701e-10,4.025783141484628e-10,7.1374342050018585e-09,1.1544841657236711e+19,6.603948491223876e-10,6.618873599915462e-10,6.81326103129301e-10,4.100588143624162e-10,7.133692118837035e-09,4.506073201137759e+18,2.8764376229030343e-08
1,-27.605685441149166,0.9195646542557511,2.5068794897960123e-08,2.434752314704621e-07,6.39179084111555e-10,6.411134320026741e-10,6.474297236674701e-10,4.025783141484628e-10,7.1374342050018585e-09,1.1544841657236711e+19,6.603948491223876e-10,6.618873599915462e-10,6.81326103129301e-10,4.100588143624162e-10,7.133692118837035e-09,4.506073201137759e+18,3.2840812984905164e-07
0,70.81221756969876,0.8328653217388047,2.562461876663988e-08,2.29777186298866e-07,6.311169564096312e-10,6.598662407344705e-10,6.46160072434818e-10,4.1918295192945927e-10,7.175681669202533e-09,1.2709914717271566e+19,6.47584163516465e-10,6.846182863912327e-10,6.87783208816234e-10,4.1901347876970685e-10,7.061570968030812e-09,4.385144183568936e+18,4.2633318808212703e-08
1,70.81221756969876,0.8328653217388047,2.562461876663988e-08,2.29777186298866e-07,6.311169564096312e-10,6.598662407344705e-10,6.46160072434818e-10,4.1918295192945927e-10,7.175681669202533e-09,1.2709914717271566e+19,6.47584163516465e-10,6.846182863912327e-10,6.87783208816234e-10,4.1901347876970685e-10,7.061570968030812e-09,4.385144183568936e+18,3.348963246637562e-07
